Lat,Lon,μ,ϕ,ξ
46.662666,-122.77078,0.0,0.0,0.0
46.70128,-122.653336,0.0,0.0,0.0
46.73977,-122.53572,0.0,0.0,0.0
46.778114,-122.41792,0.0,0.0,0.0
46.816322,-122.29996,0.0,0.0,0.0
46.854397,-122.18182,0.0,0.0,0.0
46.89234,-122.06349,0.0,0.0,0.0
46.930138,-121.94498,0.0,0.0,0.0
46.967804,-121.82631,0.0,0.0,0.0
47.005325,-121.70746,0.0,0.0,0.0
47.042713,-121.58841,0.0,0.0,0.0
47.079956,-121.46921,0.0,0.0,0.0
47.117065,-121.34982,0.0,0.0,0.0
47.154026,-121.230286,0.0,0.0,0.0
47.19087,-121.110504,0.0,0.0,0.0
47.22755,-120.9906,0.0,0.0,0.0
47.264095,-120.870514,0.0,0.0,0.0
47.300503,-120.750244,0.0,0.0,0.0
47.336765,-120.62979,0.0,0.0,0.0
47.372887,-120.50917,0.0,0.0,0.0
47.40887,-120.38837,0.0,0.0,0.0
47.444706,-120.26741,0.0,0.0,0.0
47.480404,-120.146255,0.0,0.0,0.0
47.515953,-120.02493,0.0,0.0,0.0
47.55136,-119.90346,0.0,0.0,0.0
47.58662,-119.781815,0.0,0.0,0.0
47.62174,-119.65997,0.0,0.0,0.0
47.656723,-119.53792,0.0,0.0,0.0
47.691547,-119.41574,0.0,0.0,0.0
47.726234,-119.293396,0.0,0.0,0.0
47.76077,-119.17087,0.0,0.0,0.0
47.79516,-119.04816,0.0,0.0,0.0
47.829403,-118.92528,0.0,0.0,0.0
47.863506,-118.80223,0.0,0.0,0.0
47.89745,-118.679016,0.0,0.0,0.0
47.931267,-118.55562,0.0,0.0,0.0
47.964916,-118.43207,0.0,0.0,0.0
47.998425,-118.308334,0.0,0.0,0.0
48.031773,-118.18445,0.0,0.0,0.0
48.06499,-118.06035,0.0,0.0,0.0
48.09805,-117.9361,0.0,0.0,0.0
48.13096,-117.81171,0.0,0.0,0.0
48.163715,-117.68713,0.0,0.0,0.0
48.196327,-117.56238,0.0,0.0,0.0
48.228786,-117.43747,0.0,0.0,0.0
48.261093,-117.31241,0.0,0.0,0.0
48.293247,-117.187164,0.0,0.0,0.0
48.325256,-117.06174,0.0,0.0,0.0
48.3571,-116.93616,0.0,0.0,0.0
48.3888,-116.81041,0.0,0.0,0.0
48.420345,-116.68451,0.0,0.0,0.0
48.451733,-116.55844,0.0,0.0,0.0
48.48298,-116.43219,0.0,0.0,0.0
48.514057,-116.305786,0.0,0.0,0.0
48.54499,-116.179214,0.0,0.0,0.0
48.575756,-116.05249,0.0,0.0,0.0
48.60638,-115.92558,0.0,0.0,0.0
48.636845,-115.79852,0.0,0.0,0.0
48.667156,-115.671295,0.0,0.0,0.0
48.69731,-115.54393,0.0,0.0,0.0
48.727306,-115.41638,0.0,0.0,0.0
48.75714,-115.2887,0.0,0.0,0.0
48.786816,-115.16083,25.0678713208493,2.2663032942621832,0.47406010958167083
48.81635,-115.03281,25.303620794250083,2.1986153284252508,0.42932901366085147
48.845715,-114.90463,30.69566639281638,2.1948000756994603,-0.11823463812891152
48.874924,-114.776276,30.861125846084082,2.157427989289069,0.43162757254968254
48.90397,-114.6478,28.823588355311177,2.228019867823112,0.23688913301630748
48.932858,-114.519135,26.50025657372493,2.1859319487148126,0.5431716919976943
48.961594,-114.39032,28.555584601759215,2.2455666033540447,-0.07399037494697344
48.99017,-114.26135,30.267356475411365,2.157278525710689,-0.1797674058154441
49.018574,-114.13225,28.990022574357443,2.1315343065073105,-0.023335445372654598
49.046825,-114.00296,30.373899541095426,2.3193024228931147,-0.06696801156941548
49.07492,-113.873505,0.0,0.0,0.0
49.102844,-113.74393,0.0,0.0,0.0
49.13061,-113.6142,0.0,0.0,0.0
49.158215,-113.484314,0.0,0.0,0.0
49.18566,-113.35428,0.0,0.0,0.0
49.212948,-113.224045,0.0,0.0,0.0
49.24007,-113.09372,0.0,0.0,0.0
49.267017,-112.96323,0.0,0.0,0.0
45.649345,-125.93442,0.0,0.0,0.0
45.691544,-125.82172,0.0,0.0,0.0
45.733627,-125.70882,0.0,0.0,0.0
45.77559,-125.59573,0.0,0.0,0.0
45.81742,-125.48247,0.0,0.0,0.0
45.859123,-125.36903,0.0,0.0,0.0
45.9007,-125.25542,0.0,0.0,0.0
45.942142,-125.14163,0.0,0.0,0.0
45.98347,-125.02765,0.0,0.0,0.0
46.024666,-124.91347,0.0,0.0,0.0
46.065727,-124.79913,0.0,0.0,0.0
46.106663,-124.6846,0.0,0.0,0.0
46.14747,-124.569885,0.0,0.0,0.0
46.188145,-124.45502,0.0,0.0,0.0
46.228683,-124.33995,0.0,0.0,0.0
46.269096,-124.22472,0.0,0.0,0.0
46.309395,-124.10925,0.0,0.0,0.0
46.34955,-123.99365,0.0,0.0,0.0
46.38957,-123.87787,0.0,0.0,0.0
46.42945,-123.7619,0.0,0.0,0.0
46.46921,-123.64574,0.0,0.0,0.0
46.508835,-123.52942,0.0,0.0,0.0
46.54833,-123.4129,0.0,0.0,0.0
46.587685,-123.2962,0.0,0.0,0.0
46.626907,-123.17934,0.0,0.0,0.0
46.666004,-123.06227,0.0,0.0,0.0
46.704952,-122.94505,0.0,0.0,0.0
46.743767,-122.82764,0.0,0.0,0.0
46.78246,-122.71005,0.0,0.0,0.0
46.82101,-122.592255,0.0,0.0,0.0
46.859425,-122.474304,0.0,0.0,0.0
46.89769,-122.3562,0.0,0.0,0.0
46.935833,-122.237885,0.0,0.0,0.0
46.973846,-122.119415,0.0,0.0,0.0
47.011703,-122.00073,0.0,0.0,0.0
47.049435,-121.88187,0.0,0.0,0.0
47.087017,-121.76288,0.0,0.0,0.0
47.124474,-121.64368,0.0,0.0,0.0
47.161785,-121.52429,0.0,0.0,0.0
47.19895,-121.404755,0.0,0.0,0.0
47.23598,-121.285,0.0,0.0,0.0
47.27288,-121.16507,0.0,0.0,0.0
47.30963,-121.04498,0.0,0.0,0.0
47.34624,-120.92474,0.0,0.0,0.0
47.382706,-120.804306,0.0,0.0,0.0
47.419037,-120.68367,0.0,0.0,0.0
47.45522,-120.5629,0.0,0.0,0.0
47.49126,-120.44191,0.0,0.0,0.0
47.52717,-120.32077,0.0,0.0,0.0
47.562927,-120.19943,0.0,0.0,0.0
47.598545,-120.07794,0.0,0.0,0.0
47.63401,-119.95628,0.0,0.0,0.0
47.66933,-119.83444,0.0,0.0,0.0
47.704514,-119.71243,0.0,0.0,0.0
47.739555,-119.59021,0.0,0.0,0.0
47.77444,-119.467834,0.0,0.0,0.0
47.809196,-119.34531,0.0,0.0,0.0
47.843784,-119.222595,0.0,0.0,0.0
47.878246,-119.0997,0.0,0.0,0.0
47.91255,-118.976654,0.0,0.0,0.0
47.946712,-118.85339,0.0,0.0,0.0
47.980717,-118.72998,0.0,0.0,0.0
48.014587,-118.606415,0.0,0.0,0.0
48.048306,-118.482666,0.0,0.0,0.0
48.081875,-118.358765,0.0,0.0,0.0
48.115284,-118.234665,0.0,0.0,0.0
48.148567,-118.11037,0.0,0.0,0.0
48.181686,-117.98593,0.0,0.0,0.0
48.21465,-117.86136,0.0,0.0,0.0
48.24747,-117.73657,0.0,0.0,0.0
48.28014,-117.61163,0.0,0.0,0.0
48.312653,-117.48654,0.0,0.0,0.0
48.34502,-117.36127,0.0,0.0,0.0
48.377235,-117.235794,0.0,0.0,0.0
48.4093,-117.11017,0.0,0.0,0.0
48.441204,-116.984406,0.0,0.0,0.0
48.47296,-116.85846,0.0,0.0,0.0
48.504566,-116.73236,0.0,0.0,0.0
48.53601,-116.60608,0.0,0.0,0.0
48.567318,-116.479614,0.0,0.0,0.0
48.59846,-116.353,0.0,0.0,0.0
48.629436,-116.22623,0.0,0.0,0.0
48.66028,-116.099304,0.0,0.0,0.0
48.690952,-115.9722,0.0,0.0,0.0
48.72147,-115.84494,25.94097002317588,2.2630322873422246,0.4543728489661446
48.75184,-115.7175,25.120922261852577,2.232987771850066,0.44256335292866744
48.782047,-115.589905,23.811441523390545,2.2489912660500577,0.6142618360882623
48.8121,-115.46214,26.403550297541315,2.360264539981296,0.3901401721643484
48.841995,-115.33424,26.784609049418748,2.3144253238265877,0.33297188882452083
48.871727,-115.20616,25.59755348632431,2.207495621252909,0.005977342991159537
48.901306,-115.07794,25.860214731761335,2.1650919293218145,0.3935627838777457
48.930737,-114.94951,32.631787421778014,2.263118722016812,-0.09491380562036036
48.959995,-114.82097,32.99243683860893,2.2236510968026835,-0.41641621091268133
48.989098,-114.69226,29.303793049478664,2.269725432820295,-0.13707033796927484
49.01804,-114.563385,26.73772657653454,2.2392705076033677,0.3916779471308481
49.04683,-114.43436,25.9154723256367,2.008301760096977,0.40446367278904993
49.075455,-114.305176,26.470385432133817,1.7836378932751922,0.5697352837804402
49.10392,-114.17584,27.042243616779064,2.084336099476308,0.5219157636678327
49.13222,-114.046326,29.98515346157172,2.1655223831022927,0.4749801397867117
49.160374,-113.91666,0.0,0.0,0.0
49.188354,-113.786865,0.0,0.0,0.0
49.21617,-113.656906,0.0,0.0,0.0
49.24383,-113.526794,0.0,0.0,0.0
49.271328,-113.396515,0.0,0.0,0.0
49.298664,-113.26607,0.0,0.0,0.0
49.325832,-113.1355,0.0,0.0,0.0
49.352844,-113.004776,0.0,0.0,0.0
45.728615,-125.99542,0.0,0.0,0.0
45.77089,-125.88257,0.0,0.0,0.0
45.813034,-125.76953,0.0,0.0,0.0
45.855072,-125.65631,0.0,0.0,0.0
45.89697,-125.54291,0.0,0.0,0.0
45.938736,-125.42935,0.0,0.0,0.0
45.980373,-125.31558,0.0,0.0,0.0
46.021896,-125.20166,0.0,0.0,0.0
46.06329,-125.087524,0.0,0.0,0.0
46.104546,-124.97322,0.0,0.0,0.0
46.14568,-124.858734,0.0,0.0,0.0
46.186676,-124.74408,0.0,0.0,0.0
46.227554,-124.629196,0.0,0.0,0.0
46.268295,-124.514175,0.0,0.0,0.0
46.308903,-124.39899,0.0,0.0,0.0
46.34939,-124.2836,0.0,0.0,0.0
46.389748,-124.167984,0.0,0.0,0.0
46.429966,-124.052216,0.0,0.0,0.0
46.470055,-123.93628,0.0,0.0,0.0
46.510002,-123.820175,0.0,0.0,0.0
46.54983,-123.70387,0.0,0.0,0.0
46.58952,-123.58739,0.0,0.0,0.0
46.629078,-123.47072,0.0,0.0,0.0
46.668503,-123.35388,0.0,0.0,0.0
46.70779,-123.23685,0.0,0.0,0.0
46.746944,-123.11963,0.0,0.0,0.0
46.785965,-123.00226,0.0,0.0,0.0
46.824852,-122.88469,0.0,0.0,0.0
46.8636,-122.76694,0.0,0.0,0.0
46.90222,-122.64899,0.0,0.0,0.0
46.940697,-122.53088,0.0,0.0,0.0
46.97904,-122.41261,0.0,0.0,0.0
47.01724,-122.29416,0.0,0.0,0.0
47.055313,-122.175476,0.0,0.0,0.0
47.093243,-122.05664,0.0,0.0,0.0
47.13104,-121.93764,0.0,0.0,0.0
47.168686,-121.81847,0.0,0.0,0.0
47.206203,-121.699066,0.0,0.0,0.0
47.243576,-121.579544,0.0,0.0,0.0
47.280815,-121.45982,0.0,0.0,0.0
47.3179,-121.339935,0.0,0.0,0.0
47.354866,-121.21982,0.0,0.0,0.0
47.391685,-121.09958,0.0,0.0,0.0
47.42836,-120.97916,0.0,0.0,0.0
47.464886,-120.85852,0.0,0.0,0.0
47.501278,-120.73773,0.0,0.0,0.0
47.537533,-120.61676,0.0,0.0,0.0
47.57364,-120.49562,0.0,0.0,0.0
47.609604,-120.3743,0.0,0.0,0.0
47.645428,-120.25279,0.0,0.0,0.0
47.6811,-120.131134,0.0,0.0,0.0
47.716633,-120.00928,0.0,0.0,0.0
47.752014,-119.88727,0.0,0.0,0.0
47.787266,-119.765076,0.0,0.0,0.0
47.82236,-119.642654,0.0,0.0,0.0
47.857315,-119.52011,0.0,0.0,0.0
47.892128,-119.397385,0.0,0.0,0.0
47.92678,-119.27449,0.0,0.0,0.0
47.961304,-119.15141,0.0,0.0,0.0
47.99567,-119.02817,0.0,0.0,0.0
48.0299,-118.904724,0.0,0.0,0.0
48.06396,-118.78116,0.0,0.0,0.0
48.097893,-118.65738,0.0,0.0,0.0
48.131668,-118.53343,0.0,0.0,0.0
48.165295,-118.40933,0.0,0.0,0.0
48.198772,-118.28505,0.0,0.0,0.0
48.232113,-118.16058,0.0,0.0,0.0
48.26529,-118.035934,0.0,0.0,0.0
48.298317,-117.91116,0.0,0.0,0.0
48.331196,-117.786194,0.0,0.0,0.0
48.363922,-117.66104,0.0,0.0,0.0
48.396503,-117.535736,0.0,0.0,0.0
48.42893,-117.41028,0.0,0.0,0.0
48.461197,-117.28461,0.0,0.0,0.0
48.493324,-117.15878,0.0,0.0,0.0
48.525295,-117.03281,0.0,0.0,0.0
48.557102,-116.90668,0.0,0.0,0.0
48.588764,-116.780365,0.0,0.0,0.0
48.62027,-116.653885,0.0,0.0,0.0
48.651634,-116.52719,0.0,0.0,0.0
48.682827,-116.40039,23.891485751950842,2.1958136105207995,0.6922135245827361
48.713875,-116.27341,24.39874803508853,2.12476866817608,0.6806863532926621
48.744755,-116.14627,27.077546868156777,2.1722497338635627,0.533817838046174
48.77549,-116.01895,27.616340015463084,1.922747763058398,0.8109844487127991
48.806076,-115.89148,26.040044479302857,1.9702480093366415,0.7556295046365631
48.8365,-115.763824,23.53374261064033,2.1495584171462383,0.642266580517902
48.866768,-115.63605,23.695836193212656,2.14721685149435,0.605410350613813
48.896877,-115.50807,25.937618805710585,2.2508821781540225,0.5453843197822811
48.926823,-115.379944,27.36566432959101,2.237007594083205,0.2818755692944688
48.956615,-115.25165,24.504038585282178,2.1951204518426763,0.4300502203318544
48.986248,-115.123215,26.78030815229329,2.2073265583335484,-0.02736318632160483
49.01573,-114.99457,31.373730923374723,2.1520801051687144,0.05472688189160793
49.04505,-114.865814,31.28707320434743,1.9078924818685412,-0.22284144115005258
49.07421,-114.73691,28.610238815168827,2.180092276709383,-0.23603848214739856
49.103203,-114.60782,26.563990949828383,2.0824370269283112,-0.009445990028563278
49.13205,-114.478546,25.906088929552674,2.1494220956091796,0.3436450243819216
49.160732,-114.34915,27.03580457824191,2.0882003724749585,0.4111128825701991
49.18925,-114.21959,27.6101771678169,2.2841127608548684,0.4599690431593445
49.217606,-114.08984,30.67620729344441,2.4087557425491366,0.5011492428136071
49.245804,-113.95996,0.0,0.0,0.0
49.27384,-113.829926,0.0,0.0,0.0
49.301712,-113.69974,0.0,0.0,0.0
49.32943,-113.5694,0.0,0.0,0.0
49.356976,-113.43892,0.0,0.0,0.0
49.38437,-113.30823,0.0,0.0,0.0
49.4116,-113.17743,0.0,0.0,0.0
49.43865,-113.04648,0.0,0.0,0.0
45.80786,-126.05658,0.0,0.0,0.0
45.850204,-125.9436,0.0,0.0,0.0
45.892414,-125.830444,0.0,0.0,0.0
45.934517,-125.71709,0.0,0.0,0.0
45.976482,-125.603546,0.0,0.0,0.0
46.018322,-125.48984,0.0,0.0,0.0
46.060028,-125.37593,0.0,0.0,0.0
46.101616,-125.26187,0.0,0.0,0.0
46.14307,-125.14758,0.0,0.0,0.0
46.184406,-125.03314,0.0,0.0,0.0
46.225594,-124.91849,0.0,0.0,0.0
46.266666,-124.803696,0.0,0.0,0.0
46.30761,-124.68869,0.0,0.0,0.0
46.348423,-124.57352,0.0,0.0,0.0
46.389095,-124.45816,0.0,0.0,0.0
46.429646,-124.34262,0.0,0.0,0.0
46.47007,-124.22687,0.0,0.0,0.0
46.510357,-124.11098,0.0,0.0,0.0
46.55051,-123.9949,0.0,0.0,0.0
46.590523,-123.87863,0.0,0.0,0.0
46.63042,-123.76218,0.0,0.0,0.0
46.670174,-123.64554,0.0,0.0,0.0
46.7098,-123.5287,0.0,0.0,0.0
46.74929,-123.41171,0.0,0.0,0.0
46.788647,-123.29454,0.0,0.0,0.0
46.82787,-123.17717,0.0,0.0,0.0
46.86695,-123.05963,0.0,0.0,0.0
46.905907,-122.94191,0.0,0.0,0.0
46.944725,-122.823975,0.0,0.0,0.0
46.983402,-122.70589,0.0,0.0,0.0
47.02195,-122.58763,0.0,0.0,0.0
47.060352,-122.46918,0.0,0.0,0.0
47.098625,-122.350555,0.0,0.0,0.0
47.136757,-122.231735,0.0,0.0,0.0
47.174755,-122.11273,0.0,0.0,0.0
47.212616,-121.99356,0.0,0.0,0.0
47.250328,-121.87421,0.0,0.0,0.0
47.287914,-121.75467,0.0,0.0,0.0
47.32535,-121.63495,0.0,0.0,0.0
47.362648,-121.515076,0.0,0.0,0.0
47.399803,-121.39502,0.0,0.0,0.0
47.436836,-121.27472,0.0,0.0,0.0
47.473713,-121.1543,0.0,0.0,0.0
47.510452,-121.03371,0.0,0.0,0.0
47.547043,-120.91292,0.0,0.0,0.0
47.5835,-120.79196,0.0,0.0,0.0
47.619816,-120.67081,0.0,0.0,0.0
47.65599,-120.549484,0.0,0.0,0.0
47.692013,-120.42801,0.0,0.0,0.0
47.727894,-120.30632,0.0,0.0,0.0
47.763634,-120.18446,0.0,0.0,0.0
47.799232,-120.06244,0.0,0.0,0.0
47.83468,-119.94023,0.0,0.0,0.0
47.869987,-119.81784,0.0,0.0,0.0
47.90515,-119.69525,0.0,0.0,0.0
47.94017,-119.57254,0.0,0.0,0.0
47.97504,-119.44963,0.0,0.0,0.0
48.009754,-119.32657,0.0,0.0,0.0
48.04434,-119.20329,0.0,0.0,0.0
48.07877,-119.079865,0.0,0.0,0.0
48.113056,-118.95624,0.0,0.0,0.0
48.147186,-118.83246,0.0,0.0,0.0
48.181183,-118.708496,0.0,0.0,0.0
48.21501,-118.58438,0.0,0.0,0.0
48.2487,-118.46005,0.0,0.0,0.0
48.282234,-118.33559,0.0,0.0,0.0
48.315643,-118.21092,0.0,0.0,0.0
48.348877,-118.08609,0.0,0.0,0.0
48.38196,-117.96112,0.0,0.0,0.0
48.414906,-117.83597,0.0,0.0,0.0
48.447697,-117.7106,0.0,0.0,0.0
48.480328,-117.58511,0.0,0.0,0.0
48.512814,-117.45944,0.0,0.0,0.0
48.545147,-117.33359,0.0,0.0,0.0
48.57733,-117.20758,0.0,0.0,0.0
48.609356,-117.081375,0.0,0.0,0.0
48.64123,-116.95505,104721.30091477328,10.266965648487275,0.008277583910944509
48.67295,-116.82852,105549.85971820519,10.199900189400774,-0.003472416993390966
48.704514,-116.70184,104419.26923046041,9.931611048029444,0.8757467938515663
48.73593,-116.57495,28.030998950677816,2.0767921232955207,0.6688456844394934
48.767185,-116.44794,26.127750130413467,2.226187116100761,0.562569350146895
48.79829,-116.32077,24.80363502358736,2.303421834226274,0.5339596811690602
48.829235,-116.19342,26.741376345758773,2.062249227383761,0.7558016157777044
48.860027,-116.06589,29.066345420461765,2.147020575280707,0.5286351534854936
48.89067,-115.9382,27.395147297416077,2.2141083134412876,0.4463838118252533
48.921146,-115.81033,23.759598726111875,2.1386408380648625,0.5122773615874621
48.951466,-115.68234,24.450644783839437,2.2405913690619736,0.4148252209266646
48.981632,-115.55414,25.54127066982798,2.274200377224118,0.48306250716310034
49.01164,-115.42581,26.687774169661623,2.241624546583794,0.4134512242832261
49.041485,-115.2973,23.862775283840875,2.144075044538736,0.5689803690422239
49.071182,-115.16864,26.802515572301665,2.1991550717918606,-0.04888330429113487
49.10072,-115.039795,31.59856188099159,2.3243740261322516,-0.21578453274560672
49.13009,-114.9108,30.277242139727974,1.9391098811146437,-0.21487965033458256
49.1593,-114.78166,27.69174257699918,2.0076406675436904,-0.11998350946109045
49.188354,-114.652374,26.232115133495277,2.1510318459420326,-0.036640174253652104
49.21725,-114.52289,26.948496444310724,2.339049139050563,0.09805592353760023
49.24599,-114.39325,26.31013785750985,2.240368607193946,0.44268728537062396
49.27456,-114.26349,28.134961005545126,2.3030241373258766,0.4157251364070727
49.302975,-114.133514,31.198650164523052,2.4487492350794433,0.4486016438045438
49.331226,-114.0034,0.0,0.0,0.0
49.359318,-113.87315,0.0,0.0,0.0
49.38725,-113.74274,0.0,0.0,0.0
49.41501,-113.61218,0.0,0.0,0.0
49.442608,-113.48146,0.0,0.0,0.0
49.47006,-113.350555,0.0,0.0,0.0
49.49733,-113.21951,0.0,0.0,0.0
49.52444,-113.08835,0.0,0.0,0.0
45.887074,-126.117905,0.0,0.0,0.0
45.929485,-126.00479,0.0,0.0,0.0
45.971764,-125.89151,0.0,0.0,0.0
46.013935,-125.778015,0.0,0.0,0.0
46.05597,-125.66434,0.0,0.0,0.0
46.097874,-125.550476,0.0,0.0,0.0
46.13965,-125.43645,0.0,0.0,0.0
46.181313,-125.322235,0.0,0.0,0.0
46.22283,-125.207825,0.0,0.0,0.0
46.264225,-125.093216,0.0,0.0,0.0
46.30549,-124.978455,0.0,0.0,0.0
46.346622,-124.863495,0.0,0.0,0.0
46.38764,-124.74835,0.0,0.0,0.0
46.428516,-124.633026,0.0,0.0,0.0
46.469254,-124.51755,0.0,0.0,0.0
46.509872,-124.401855,0.0,0.0,0.0
46.55037,-124.28595,0.0,0.0,0.0
46.590717,-124.16991,0.0,0.0,0.0
46.630936,-124.05368,0.0,0.0,0.0
46.671024,-123.937256,0.0,0.0,0.0
46.71098,-123.82065,0.0,0.0,0.0
46.750805,-123.70386,0.0,0.0,0.0
46.790497,-123.58687,0.0,0.0,0.0
46.830048,-123.46973,0.0,0.0,0.0
46.869476,-123.3524,0.0,0.0,0.0
46.908764,-123.23486,0.0,0.0,0.0
46.947914,-123.11717,0.0,0.0,0.0
