id x.crtm y.crtm x.wgs y.wgs basin number
84096 489248 1098216 -84.0980560355874 9.93191661493244 84 96
84097 443545 1089043 -84.5147234695146 9.84859689275011 84 97
84098 450862 1092718 -84.4480577479088 9.88192010396655 84 98
84099 449024 1085348 -84.4647236386202 9.81526045889034 84 99
87006 652106 1050598 -82.6147297716816 9.49862547545558 87 6
87007 615472 1059686 -82.9480686026962 9.58194840902011 87 7
87008 620967 1057860 -82.8980694956121 9.56528522173087 87 8
87009 626432 1065252 -82.8480680415571 9.63194920762083 87 9
87010 615495 1052313 -82.9480636083722 9.51529167587382 87 10
87012 613687 1044934 -82.9647291164872 9.44862993832725 87 12
87014 606386 1037539 -83.031393764703 9.38196218780557 87 14
87016 608169 1054134 -83.0147350705825 9.53194952683333 87 16
87018 586190 1063294 -83.2147274685161 9.61527548885233 87 18
88010 467290 1066896 -84.2980550819844 9.64860725293001 88 10
88015 469117 1065051 -84.2813936398094 9.6319388827661 88 15
88018 502042 1074254 -83.9813888776974 9.71526720597189 88 18
88020 503871 1066882 -83.9647264542955 9.64860806780737 88 20
88023 509358 1066883 -83.9147283626608 9.6486084030333 88 23
88024 489239 1066883 -84.0980547240406 9.64860485240763 88 24
88026 494726 1070568 -84.0480614032593 9.68193540034626 88 26
88028 489239 1066883 -84.0980547240406 9.64860485240763 88 28
88032 505700 1066882 -83.948060419475 9.64860597179911 88 32
88034 495519 1073671 -84.0408382128388 9.70999373363416 88 34
88036 478049 1064369 -84.2000054040921 9.62582907235128 88 36
88038 488781 1066331 -84.1022265537264 9.6436124324169 88 38
88040 488964 1071148 -84.1005720370951 9.6871683616087 88 40
92004 496554 1057667 -84.0313919752451 9.56528572424223 92 4
92006 496555 1063196 -84.0313875036884 9.61527937162418 92 6
92008 505701 1059510 -83.9480614233773 9.58194788862349 92 8
92010 511189 1061354 -83.8980590650529 9.59861040449412 92 10
92012 500701 1060185 -83.9936129110796 9.58805508702113 92 12
92016 487401 1039698 -84.1147204600866 9.40279033876806 92 16
92018 475046 1050352 -84.2272827606436 9.49907009848091 92 18
94005 514851 1052140 -83.8647283513281 9.51528536002017 94 5
94006 502043 1044765 -83.9813940708958 9.44862523210485 94 6
94008 522173 1048457 -83.7980553339688 9.48195126176206 94 8
94012 520346 1042927 -83.8147216679357 9.43195763059057 94 12
94014 507534 1041079 -83.9313952558542 9.4152896889885 94 14
94020 508295 1048790 -83.9244505147571 9.48501224666139 94 20
98006 560648 1019009 -83.4480655841696 9.21531194978211 98 6
98007 612049 976725 -82.9813972421503 8.83200507156397 98 7
98010 549639 1035581 -83.5480598355679 9.36529468897792 98 10
98011 540507 1015297 -83.6313923176889 9.18198186489493 98 11
98012 590002 996946 -83.1813964323958 9.01532342385482 98 12
98013 624867 982292 -82.8647334686618 8.88200007959271 98 13
98015 586313 1007997 -83.2147301093304 9.11531405673935 98 15
98016 575352 991387 -83.3147310307923 8.96533276951182 98 16
98017 555167 1009785 -83.4980617879302 9.131982037233 98 17
98018 577128 1020881 -83.2980610959327 9.23197680680082 98 18
98019 569802 1020867 -83.3647319048438 9.23197418363047 98 19
98020 540478 1042943 -83.6313946706817 9.43195826131267 98 20
98021 542298 1052161 -83.6147286332939 9.515289078888 98 21
98022 573475 1015344 -83.33139931085 9.18197651985702 98 22
98023 542331 1022671 -83.6147222797637 9.24864075142626 98 23
98031 536811 1050312 -83.6647225165285 9.49862201582366 98 31
98032 529505 1031875 -83.7313940781678 9.33197079685712 98 32
98033 555133 1033746 -83.4980646323202 9.34863564253904 98 33
98034 597354 987747 -83.1147340452077 8.93199762055617 98 34
98035 610211 978563 -82.9980592513573 8.84866752398514 98 35
98036 564347 996897 -83.4147291032228 9.01532552439791 98 36
98037 573523 989540 -83.3313940787473 8.94866304142697 98 37
98038 555180 1000569 -83.4980594995363 9.0486509547477 98 38
98039 573513 995069 -83.33139353514 8.99865515466947 98 39
98040 531319 1052150 -83.7147297604707 9.51528556533029 98 40
98041 536807 1053998 -83.6647265001923 9.53195072270986 98 41
98042 571667 1002439 -83.3480625854356 9.06532308795127 98 42
98043 634034 982321 -82.7814006120125 8.88199944167944 98 43
98044 628517 987834 -82.8313940099016 8.93200028361993 98 44
98045 621217 976751 -82.8980633825808 8.83200467320296 98 45
98046 593659 1000641 -83.148058682458 9.04865572628912 98 46
98047 564305 1022701 -83.4147307988365 9.24864170616482 98 47
98048 624833 993353 -82.8647332564279 8.98199936699156 98 48
98049 635831 993388 -82.7647286780577 8.98199469714626 98 49
98050 619351 987806 -82.9147305110758 8.93200016998033 98 50
98051 600979 1004345 -83.0813951447953 9.0819834678106 98 51
98052 591813 1006166 -83.1647335138831 9.09864795349785 98 52
98053 584473 1011680 -83.2313979259797 9.14864960214402 98 53
98054 564302 1024544 -83.4147305531271 9.26530574167211 98 54
98055 602877 978544 -83.0647275134832 8.84866813601327 98 55
98057 578996 1002453 -83.2813957355118 9.06532484333884 98 57
98058 535009 1018978 -83.6813928463149 9.21531350701586 98 58
98059 538655 1035569 -83.6480625249497 9.36529948251846 98 59
98060 522177 1041085 -83.7980576966831 9.41529291209273 98 60
98061 531327 1042935 -83.7147256093718 9.43196323212113 98 61
98062 555110 1050334 -83.4980575255596 9.49862157980367 98 62
98063 545978 1035577 -83.5813908950091 9.36529941763123 98 63
98066 610166 995153 -82.998059317326 8.99865919792091 98 66
98068 589965 1013535 -83.1813924760028 9.16531202764723 98 68
98070 564305 1022701 -83.4147307988365 9.24864170616482 98 70
98074 543163 986547 -83.607505304097 8.92199495976577 98 74
98076 553374 980293 -83.5147302467907 8.86533603040078 98 76
98078 543333 998620 -83.6058417203596 9.03115948315846 98 78
98084 574080 1013326 -83.3259286837712 9.16372022225203 98 84
98086 543417 1037917 -83.604683284922 9.38648437959052 98 86
98088 525795 1039213 -83.7651241387568 9.39834573208903 98 88
98090 616348 993297 -82.9418902741048 8.98172228620391 98 90
68588 481615 1130862 -84.1678203842318 10.2270668622275 68 588
69505 483777 1124023 -84.1480568289648 10.1652401001543 69 505
69507 476666 1137127 -84.2130331624095 10.2836864107973 69 507
69510 452756 1142482 -84.4313878232273 10.3318860984199 69 510
69514 407166 1159164 -84.8480564629608 10.4818765863258 69 514
69516 392593 1166580 -84.9813828141946 10.5485362772869 69 516
69517 403502 1153644 -84.8813842833891 10.4318818636639 69 517
69518 419889 1151879 -84.7316823239177 10.4163024720548 69 518
69519 412635 1157307 -84.798056597781 10.4652172435938 69 519
69520 396767 1167718 -84.943279803563 10.5589402266227 69 520
69521 416271 1151767 -84.7647223418237 10.4152126417329 69 521
69522 414140 1154414 -84.7842440721237 10.4390964705968 69 522
69523 403491 1149957 -84.8813910663909 10.3985490606594 69 523
69524 415438 1149218 -84.7722732217236 10.3921493442999 69 524
69525 401698 1161023 -84.8980520326959 10.4985457410815 69 525
69526 418118 1160980 -84.7480535985194 10.498545696593 69 526
69527 403538 1166548 -84.8813856943202 10.5485415500239 69 527
69530 458754 1147733 -84.3766773003601 10.3794314767431 69 530
69532 399678 1169605 -84.9167338793378 10.5760777273358 69 532
69542 392369 1165864 -84.9834087483255 10.542057122812 69 542
69543 401724 1170240 -84.8980560206626 10.5818721790621 69 543
69544 410359 1155733 -84.8188085035358 10.4509344589804 69 544
69545 402725 1156455 -84.8885527858863 10.4572751162923 69 545
69546 408976 1153629 -84.8313897804863 10.4318802383564 69 546
69547 415694 1160959 -84.7701968198588 10.4983029137861 69 547
69548 421499 1154373 -84.7170300397324 10.4388837903469 69 548
69549 399736 1167137 -84.9161377924541 10.553767600942 69 549
69550 406623 1162418 -84.8530971476349 10.5112813617925 69 550
69551 409692 1179373 -84.8254708481646 10.6646387119457 69 551
69552 394600 1161642 -84.9629080154838 10.5039517386962 69 552
69553 404249 1148972 -84.8744442372013 10.3896630452708 69 553
69556 456388 1127732 -84.39805752982 10.1985667022092 69 556
69559 410782 1146251 -84.8147223976339 10.3652202888234 69 559
69560 398082 1172094 -84.9313846121205 10.5985363893073 69 560
69561 390511 1171644 -85.0005524269777 10.5942560147384 69 561
69562 403543 1168391 -84.8813874866058 10.5652032723054 69 562
69563 412603 1144403 -84.7980522170647 10.3485546306317 69 563
69570 417358 1152088 -84.7548020281197 10.4181383194528 69 570
69571 416289 1159141 -84.7647210252678 10.4818799121583 69 571
69572 404362 1154005 -84.8735390391474 10.4351670746089 69 572
69573 390906 1208986 -84.9980535006207 10.9318411353894 69 573
69574 386322 1198088 -85.0396441703424 10.8331848800508 69 574
69575 389072 1205305 -85.0147171870613 10.8985099553849 69 575
69576 384829 1186689 -85.0529383620169 10.7300928869995 69 576
69577 476511 1181166 -84.2147227381008 10.6818653815934 69 577
69578 500442 1179031 -83.995959993812 10.6626357255489 69 578
69579 436328 1142508 -84.581388669136 10.3318856054504 69 579
69581 406746 1150414 -84.8516775347403 10.4027609902521 69 581
69582 369745 1193042 -85.191048101721 10.7870233841406 69 582
69583 409042 1163278 -84.8310194764717 10.5191149485045 69 583
69585 399177 1161394 -84.9210908828608 10.5018337836231 69 585
69587 427205 1144370 -84.6647225141159 10.3485591269507 69 587
69588 481954 1131396 -84.164728453111 10.2318967106674 69 588
69589 407017 1145859 -84.8490915789949 10.3615873942043 69 589
69590 436321 1138822 -84.5813914019909 10.2985595563059 69 590
69596 433813 1151398 -84.6045065123697 10.4122192059567 69 596
69598 410061 1172486 -84.8219315123775 10.6023851795545 69 598
69600 499839 1113344 -84.0014686646401 10.0687163107101 69 600
69602 505691 1124019 -83.9480616570223 10.1652334279619 69 602
69604 503866 1118490 -83.9647227107164 10.1152436135607 69 604
69606 502039 1114803 -83.9813958947885 10.0819078219491 69 606
69608 418871 1167585 -84.7413174856376 10.5582763475418 69 608
69610 442741 1156930 -84.5230504472037 10.4623789536228 69 610
69612 466137 1125544 -84.3090579141628 10.1788800103732 69 612
69614 467318 1129357 -84.2983114646831 10.2133657578028 69 614
69616 462774 1127816 -84.3397724813311 10.1993920703212 69 616
69618 466594 1131745 -84.3049404668363 10.2349510054808 69 618
69620 471100 1134912 -84.2638323038297 10.2636218048151 69 620
69622 471526 1131014 -84.2599145713004 10.2283806611582 69 622
69624 471463 1128533 -84.2604713594078 10.2059478722674 69 624
69626 506817 1123628 -83.937786047336 10.1616963156862 69 626
69628 401708 1164710 -84.8980570607304 10.5318781658909 69 628
69630 400618 1154891 -84.9077563306406 10.4430816041955 69 630
69632 402192 1166191 -84.8936739217416 10.5452795892097 69 632
69634 523963 1109282 -83.7813949824876 10.0319165617769 69 634
69636 519312 1107283 -83.8238337602029 10.0138671951591 69 636
69638 520317 1118862 -83.8146064338916 10.1185569594843 69 638
69640 471002 1135090 -84.2647282929671 10.2652304840118 69 640
69642 485405 1132748 -84.1332320083043 10.2441355346227 69 642
69644 421721 1140695 -84.7147215737031 10.3152262936248 69 644
69646 421725 1142538 -84.7147226848576 10.3318888915969 69 646
69648 418066 1138860 -84.748052250541 10.2985606458356 69 648
69650 467617 1127911 -84.2955702306581 10.2002940520386 69 650
69652 464564 1132961 -84.3234819030129 10.2459276719652 69 652
69654 422868 1135029 -84.7041359053709 10.2640229076114 69 654
69656 433779 1145779 -84.6047193353842 10.3614164498432 69 656
69658 487431 1129551 -84.1147270641243 10.215236230127 69 658
69660 395496 1163227 -84.9547672062139 10.5183053569826 69 660
69662 433825 1146444 -84.6043108151582 10.3674296068585 69 662
69664 461554 1157270 -84.3512034200011 10.4656888368502 69 664
69668 485367 1128397 -84.1335624274753 10.2047948970004 69 668
69670 479584 1124972 -84.1863285247135 10.1738011371829 69 670
69674 485614 1125123 -84.1312958022688 10.1751931785494 69 674
69676 442794 1133895 -84.5222213055984 10.2541137408269 69 676
69678 444059 1125691 -84.5105552751992 10.1799566137352 69 678
69680 442711 1138872 -84.5230530049318 10.2991112215991 69 680
69682 479830 1136256 -84.1841422262722 10.2758288496497 69 682
69684 400955 1167156 -84.9050009514269 10.5539714587785 69 684
69686 472900 1141727 -84.2474480149636 10.3252533576242 69 686
69688 481613 1130864 -84.1678386499288 10.2270849362032 69 688
69692 391896 1164697 -84.987696414203 10.5314937348369 69 692
69694 479678 1132507 -84.1855101431402 10.2419308317163 69 694
69696 480481 1140097 -84.1782184516406 10.3105611751277 69 696
69698 478398 1137972 -84.1972252783713 10.2913366262102 69 698
69700 481986 1132611 -84.1644420160433 10.2428825161495 69 700
69702 526373 1190810 -83.758845150685 10.7690415347112 69 702
69706 469451 1132514 -84.2788671662898 10.2419274187619 69 706
69902 391896 1164698 -84.9876964429977 10.5315027750507 69 902
69903 390439 1165736 -85.0010372857457 10.5408446805574 69 903
69904 399972 1158146 -84.9137424707214 10.4724914388279 69 904
69905 398175 1159843 -84.9302021299437 10.4877854585309 69 905
69906 330246 1225989 -85.553694218011 11.0831979619633 69 906
69907 330484 1223241 -85.551385660343 11.0583729788393 69 907
69908 322811 1222879 -85.6215706913714 11.0547329085765 69 908
69909 326241 1225440 -85.5903139397804 11.0780452541381 69 909
69985 391308 1164096 -84.9930507455746 10.5260437741711 69 985
69988 471095 1136472 -84.2638896559859 10.2777266886325 69 988
69989 470978 1134702 -84.2649444707111 10.2617221568308 69 989
69991 395504 1163227 -84.954694123828 10.5183055770575 69 991
69996 430031 1144754 -84.6389252514955 10.3520831481227 69 996
69997 471735 1135225 -84.2580376313981 10.2664564965422 69 997
69999 470791 1134628 -84.2666510378325 10.2610516783159 69 999
72110 361368 1113227 -85.2647186572734 10.0652392682292 72 110
72112 324145 1179679 -85.6072759749411 10.6643655238702 72 112
72114 354094 1090625 -85.3302378033128 9.86066972085354 72 114
72901 317612 1223823 -85.669184516587 11.0630053823807 72 901
73011 512758 1098287 -83.8836486753401 9.93255290922407 73 11
73026 519516 1079321 -83.8221086364074 9.76103721827922 73 26
73027 508809 1070627 -83.9197229056305 9.68246296350239 73 27
73028 532026 1084384 -83.7080392646686 9.80673761822828 73 28
73029 515545 1079716 -83.8583032224312 9.76462574052118 73 29
73030 523887 1078021 -83.7822742057693 9.74925961243802 73 30
73033 530340 1056923 -83.7236122119165 9.55845019977806 73 33
73036 525680 1073849 -83.7659576775741 9.71152587206131 73 36
73037 527481 1071647 -83.7495586362152 9.69160393296582 73 37
73038 521265 1062892 -83.8062514191662 9.61247790503375 73 38
73039 516587 1067347 -83.8488552369876 9.65278134964363 73 39
73040 519407 1068286 -83.823154468509 9.66125957176524 73 40
73041 503779 1083363 -83.9655496410848 9.79762947842737 73 41
73042 508451 1082155 -83.9229615646716 9.78669982590875 73 42
73045 531797 1080958 -83.7101537341231 9.77576200605564 73 45
73046 521408 1088065 -83.8048167259598 9.84009029927549 73 46
73047 530578 1089381 -83.7212018274155 9.85193081447949 73 47
73051 523893 1073004 -83.7822488411963 9.70389615607469 73 51
73054 539466 1083305 -83.6402249517573 9.79691641560017 73 54
73055 547326 1104391 -83.5683253367827 9.98748544502485 73 55
73057 533078 1077280 -83.6985067556247 9.74249588965542 73 57
73063 533053 1075577 -83.6987484054597 9.72709777362966 73 63
73074 531734 1101439 -83.7105665261426 9.96094792693173 73 74
73079 530908 1081980 -83.7182495769705 9.78500959740775 73 79
73080 527118 1057076 -83.7529623445996 9.55985570097521 73 80
73084 521639 1088059 -83.8027106737891 9.84003482707414 73 84
73088 515259 1078255 -83.8609156416608 9.75141650369881 73 88
73096 539308 1105282 -83.6414499633394 9.99562823477707 73 96
73097 534959 1108275 -83.6810927279278 10.0227304058377 73 97
73098 542733 1106643 -83.6101944888174 10.007898842398 73 98
73100 525810 1081636 -83.764723615779 9.78193449256045 73 100
73101 542261 1085337 -83.6147247382001 9.81526133357592 73 101
73102 525791 1107440 -83.7647309684154 10.0152502277706 73 102
73104 512328 1087821 -83.8876022693657 9.83792166219339 73 104
73108 542250 1094553 -83.6147283731901 9.89859005421322 73 108
73112 510342 1094195 -83.9056927403079 9.89556038341542 73 112
73114 513004 1101904 -83.8813934265994 9.96525656559808 73 114
73116 538153 1085357 -83.6521748632967 9.81548264821087 73 116
73118 501385 1088229 -83.9873720479662 9.8416291408314 73 118
73120 538598 1090863 -83.6480653874716 9.86526247841768 73 120
73122 536771 1090861 -83.6647236781175 9.86526135485806 73 122
73124 543863 1083557 -83.6001395319559 9.79915012366162 73 124
73126 506166 1086050 -83.9437853468038 9.82192233404677 73 126
73128 546921 1114605 -83.5718981851802 10.0798409958414 73 128
73130 514534 1082643 -83.8675082486898 9.79109524766141 73 130
73132 520079 1096904 -83.8168894282984 9.92001823950684 73 132
73134 518083 1098816 -83.8350832328426 9.93731570732357 73 134
73136 512407 1096130 -83.8868564140122 9.91305065684834 73 136
73140 544180 1113504 -83.5969186541225 10.0699176421758 73 140
73142 549487 1109958 -83.5485451123446 10.0377937774985 73 142
73144 539094 1109031 -83.6433649680896 10.0295275803019 73 144
73146 511542 1092682 -83.8947545050145 9.88187674162984 73 146
73148 509318 1099417 -83.9150182809769 9.94277963970672 73 148
73150 509905 1089472 -83.9096892686617 9.85285649735382 73 150
73987 517340 1078751 -83.8419455277989 9.75589306664887 73 987
73988 533346 1090843 -83.6959524655082 9.86512817929937 73 988
73995 523864 1082385 -83.7824582523321 9.78871868231546 73 995
73997 515343 1081447 -83.8601379709169 9.78027812604484 73 997
74019 349225 1189170 -85.3784880288664 10.7512464370411 74 19
74033 345886 1195907 -85.4092925581518 10.812002953051 74 33
74036 351066 1190047 -85.361695240596 10.7592477810259 74 36
74038 328068 1135575 -85.5694241766995 10.2659274777865 74 38
74042 352377 1191675 -85.3497766801839 10.7740154831187 74 42
74044 346298 1197625 -85.4055981826415 10.8275485399657 74 44
74046 312215 1162296 -85.7154067704672 10.5066885055989 74 46
74901 337083 1201543 -85.4900250569303 10.8625651433526 74 901
74902 334741 1198021 -85.5112797336282 10.8306280107368 74 902
74903 339382 1200972 -85.4689782071165 10.8575053837559 74 903
74904 338290 1196680 -85.4787725708953 10.8186649037929 74 904
74999 338403 1152627 -85.4758268879548 10.4204971231141 74 999
75002 554974 1117731 -83.4983816425483 10.1080012748859 75 2
75003 548976 1085956 -83.5535007597448 9.82078305643564 75 3
75004 552954 1085760 -83.5172380060559 9.81896117443499 75 4
75005 548005 1096856 -83.5622228138279 9.91934875856232 75 5
75007 554454 1081852 -83.5036159387756 9.78360674557577 75 7
75008 542563 1078422 -83.6120440673185 9.75273436603637 75 8
75022 558061 1110457 -83.4703219644307 10.0421898349255 75 22
75028 547729 1094835 -83.5647637979559 9.90107886295799 75 28
76006 387649 1168817 -85.0266185767313 10.5686155355158 76 6
76012 381027 1173261 -85.0872620462813 10.6085862306907 76 12
76013 394555 1148334 -84.9629485896609 10.3836417810825 76 13
76018 391276 1159006 -84.9931960940998 10.4800281650065 76 18
76020 390171 1153068 -85.0031168786413 10.4263156971418 76 20
76021 382412 1156788 -85.0740903919159 10.4597143940558 76 21
76022 395833 1155187 -84.9514666344752 10.4456302875618 76 22
76024 388090 1159385 -85.0223083464574 10.483362203276 76 24
76026 362644 1165175 -85.2549361997645 10.5348683795271 76 26
