basin,station,source,date,dur,int,date_time
84,132,D,2003-08-13,5,9.6,2003-08-14T03:45:00Z
84,132,D,2003-08-13,10,7.8,2003-08-14T03:40:00Z
84,132,D,2003-08-13,15,7.2,2003-08-14T03:35:00Z
84,132,D,2003-08-13,30,6,2003-08-14T03:20:00Z
84,132,D,2003-08-13,60,3.8,2003-08-14T03:20:00Z
84,132,D,2003-08-13,120,2.05,2003-08-14T03:00:00Z
84,132,D,2003-08-13,180,1.367,2003-08-14T02:00:00Z
84,132,D,2003-08-13,360,0.683,2003-08-13T23:00:00Z
84,132,D,2003-08-13,720,0.342,2003-08-13T20:00:00Z
84,132,D,2003-08-13,1440,0.338,2003-08-14T00:00:00Z
84,132,D,2003-08-14,5,6,2003-08-14T18:35:00Z
84,132,D,2003-08-14,10,3,2003-08-14T21:45:00Z
84,132,D,2003-08-14,15,3.2,2003-08-14T22:30:00Z
84,132,D,2003-08-14,30,3,2003-08-14T22:30:00Z
84,132,D,2003-08-14,60,2.3,2003-08-14T22:15:00Z
84,132,D,2003-08-14,120,1.4,2003-08-14T22:00:00Z
84,132,D,2003-08-14,180,1.1,2003-08-14T21:00:00Z
84,132,D,2003-08-14,360,0.683,2003-08-14T17:40:00Z
84,132,D,2003-08-14,720,0.342,2003-08-14T12:00:00Z
84,132,D,2003-08-14,1440,0.171,2003-08-14T06:00:00Z
84,132,D,2003-08-15,5,3.6,2003-08-15T20:15:00Z
84,132,D,2003-08-15,10,1.8,2003-08-16T03:00:00Z
84,132,D,2003-08-15,15,1.2,2003-08-16T03:00:00Z
84,132,D,2003-08-15,30,0.6,2003-08-15T20:00:00Z
84,132,D,2003-08-15,60,0.3,2003-08-15T20:00:00Z
84,132,D,2003-08-15,120,0.15,2003-08-15T19:00:00Z
84,132,D,2003-08-15,180,0.1,2003-08-15T18:00:00Z
84,132,D,2003-08-15,360,0.05,2003-08-15T15:00:00Z
84,132,D,2003-08-15,720,1.8,2003-08-16T13:00:00Z
84,132,D,2003-08-15,1440,0.908,2003-08-16T01:00:00Z
84,132,D,2003-08-16,5,36,2003-08-16T19:35:00Z
84,132,D,2003-08-16,10,28.8,2003-08-16T19:30:00Z
84,132,D,2003-08-16,15,25.6,2003-08-16T19:30:00Z
84,132,D,2003-08-16,30,14.8,2003-08-16T19:30:00Z
84,132,D,2003-08-16,60,9.9,2003-08-16T19:30:00Z
84,132,D,2003-08-16,120,7.75,2003-08-16T19:30:00Z
84,132,D,2003-08-16,180,6.6,2003-08-16T19:30:00Z
84,132,D,2003-08-16,360,3.6,2003-08-16T19:00:00Z
84,132,D,2003-08-16,720,2.775,2003-08-17T12:00:00Z
84,132,D,2003-08-16,1440,2.221,2003-08-16T19:30:00Z
84,132,D,2003-08-17,5,116.4,2003-08-17T18:50:00Z
84,132,D,2003-08-17,10,94.2,2003-08-17T18:45:00Z
84,132,D,2003-08-17,15,86.4,2003-08-17T18:45:00Z
84,132,D,2003-08-17,30,61,2003-08-17T18:40:00Z
