Lat,Lon,Elevation
48.274036,-123.03778,0
48.312973,-122.91649,0
48.35175,-122.79498,0
48.390396,-122.67331,0
48.428898,-122.55142,70
48.46726,-122.42935,33
48.50548,-122.3071,10
48.543564,-122.18465,113
48.581512,-122.06195,251
48.6193,-121.93912,769
48.656956,-121.816086,787
48.69446,-121.69287,270
48.731834,-121.56943,356
48.769047,-121.44583,1710
48.80613,-121.32201,1847
48.843063,-121.19801,1115
48.879856,-121.07382,856
48.91649,-120.94945,2054
48.952984,-120.82489,1553
48.989334,-120.70015,1886
49.02554,-120.57521,1427
49.0616,-120.45003,2013
49.0975,-120.32471,1496
49.133266,-120.1992,1675
49.16887,-120.0735,1953
49.20433,-119.9476,1220
49.239647,-119.82153,472
49.274815,-119.69524,1345
49.309822,-119.56879,574
49.344692,-119.44214,1326
49.3794,-119.31531,1607
49.413963,-119.18829,1592
49.44837,-119.0611,942
49.482635,-118.93367,1208
49.516743,-118.80611,820
49.550686,-118.678345,1872
49.584488,-118.550415,1256
49.618137,-118.42227,1860
49.651627,-118.293945,1499
49.684967,-118.16547,646
49.718155,-118.03674,1723
49.751186,-117.90788,1814
49.784054,-117.77884,1588
49.81677,-117.64963,2194
49.84933,-117.5202,1092
49.881733,-117.390625,838
49.91399,-117.26082,1767
49.94607,-117.13086,2240
49.978,-117.00073,939
50.009777,-116.87042,717
50.041393,-116.73993,2181
50.072857,-116.60925,2370
50.104153,-116.47838,2590
50.13529,-116.34735,2056
50.166264,-116.216125,1412
50.197086,-116.08475,1929
50.22773,-115.953186,1965
50.25823,-115.82147,1333
50.28857,-115.689514,935
50.318737,-115.557434,964
50.348747,-115.42517,1761
50.37859,-115.29274,1966
50.40828,-115.160126,2667
50.437798,-115.02734,2042
50.467148,-114.89441,2174
50.496346,-114.76126,2340
50.525383,-114.62796,1774
50.554234,-114.49451,1516
50.582935,-114.36087,1339
50.61146,-114.227066,1314
50.639828,-114.09311,1196
50.668026,-113.95892,1168
50.696064,-113.824615,1064
50.72393,-113.690155,1093
50.75162,-113.55551,1030
50.779156,-113.420685,968
46.861584,-127.339294,0
46.905346,-127.224884,0
46.948975,-127.110275,0
46.992493,-126.99545,0
47.035866,-126.88046,0
47.079124,-126.765274,0
47.122253,-126.64986,0
47.165253,-126.53424,0
47.208134,-126.41846,0
47.25087,-126.30249,0
47.29349,-126.18631,0
47.335983,-126.06993,0
47.37834,-125.95334,0
47.420563,-125.83658,0
47.462658,-125.719604,0
47.50463,-125.60245,0
47.546467,-125.48509,0
47.58817,-125.36754,0
47.629738,-125.24979,0
47.67119,-125.13182,0
47.712494,-125.01367,0
47.75367,-124.89534,0
47.79471,-124.77681,0
47.83562,-124.658066,0
47.876385,-124.539154,61
47.91703,-124.42001,156
47.957527,-124.30069,258
47.9979,-124.18118,476
48.03813,-124.06146,705
48.078224,-123.94156,411
48.118187,-123.82147,209
48.158012,-123.70117,15
48.197697,-123.58066,0
48.237244,-123.45998,0
48.276657,-123.339096,0
48.315918,-123.21802,0
48.355057,-123.09674,0
48.39405,-122.975266,0
48.432903,-122.85361,32
48.471607,-122.73175,0
48.51018,-122.60971,3
48.548615,-122.48746,0
48.5869,-122.36502,77
48.625046,-122.2424,614
48.663063,-122.11954,294
48.700928,-121.99652,1663
48.73864,-121.87332,1172
48.77621,-121.74994,1315
48.813652,-121.62631,1697
48.850933,-121.50253,1428
48.888077,-121.37854,1976
48.925076,-121.254364,1334
48.961937,-121.130005,1109
48.998642,-121.00543,1637
49.0352,-120.88069,1396
49.071613,-120.75577,1469
49.10788,-120.630646,1491
49.14401,-120.50528,1376
49.179974,-120.37979,1836
49.2158,-120.25409,1973
49.25147,-120.12819,1666
49.287003,-120.002106,1060
49.322384,-119.875824,1804
49.357616,-119.74936,1027
49.39269,-119.62271,701
49.42762,-119.49585,1432
49.4624,-119.368835,1364
49.49702,-119.24164,1285
49.531494,-119.11423,1243
49.565823,-118.98662,1339
49.599983,-118.85886,1276
49.634003,-118.730896,1365
49.667866,-118.60275,2078
49.70157,-118.474396,1160
49.735134,-118.34589,1347
49.768524,-118.21719,1305
49.80177,-118.08829,434
49.834866,-117.9592,2316
49.8678,-117.829956,1586
49.900578,-117.700516,2211
49.933193,-117.57091,1474
49.965664,-117.4411,1498
49.99798,-117.3111,1070
50.030125,-117.18091,1786
50.062115,-117.05057,1865
50.09395,-116.920044,531
50.125633,-116.78931,2080
50.157143,-116.65845,1964
50.188503,-116.527374,2173
50.219692,-116.39612,2127
50.250736,-116.26466,1917
50.281612,-116.13307,1962
50.312325,-116.00128,1269
50.342876,-115.869354,802
50.373276,-115.73717,1616
50.4035,-115.60486,986
50.433567,-115.47238,2048
50.463474,-115.33972,2730
50.493217,-115.20688,1872
50.52279,-115.07388,2519
50.552204,-114.940674,2408
50.581455,-114.80731,1906
50.610546,-114.67377,1844
50.639458,-114.54007,1446
50.668213,-114.40622,1444
50.696796,-114.27219,1264
50.72522,-114.13797,1111
50.75347,-114.00357,1131
50.78157,-113.86902,1075
50.809486,-113.734314,945
50.837234,-113.59944,996
50.864822,-113.464386,971
46.940075,-127.40375,0
46.9839,-127.289215,0
47.027607,-127.174484,0
47.071194,-127.05951,0
47.114635,-126.9444,0
47.157963,-126.82907,0
47.201168,-126.7135,0
47.244244,-126.59778,0
47.287178,-126.48184,0
47.329994,-126.36572,0
47.37268,-126.24942,0
47.41524,-126.13289,0
47.457676,-126.016174,0
47.499966,-125.89925,0
47.542126,-125.78215,0
47.584175,-125.664825,0
47.626076,-125.54733,0
47.667847,-125.42964,0
47.709484,-125.31174,0
47.75101,-125.19362,0
47.79238,-125.07532,0
47.83363,-124.95685,0
47.874737,-124.838165,0
47.915714,-124.71927,0
47.956554,-124.60019,89
47.99726,-124.480896,101
48.037834,-124.36142,139
48.07827,-124.24176,298
48.118572,-124.12189,464
48.158733,-124.00183,263
48.19877,-123.88156,0
48.238655,-123.76111,0
48.278416,-123.64044,0
48.318027,-123.51959,0
48.357506,-123.39856,0
48.39684,-123.27731,0
48.436047,-123.15587,0
48.475105,-123.034225,85
48.514027,-122.9124,5
48.552795,-122.79039,151
48.591446,-122.66815,0
48.62994,-122.545746,0
48.668293,-122.42316,81
48.706505,-122.300354,92
48.744583,-122.17732,221
48.782516,-122.05414,859
48.8203,-121.930756,1462
48.857937,-121.80719,1541
48.895443,-121.683395,786
48.932793,-121.55945,1614
48.970005,-121.43527,1042
49.007072,-121.3109,1542
49.043995,-121.18634,1649
49.08077,-121.061615,1083
49.11739,-120.93669,1515
49.153866,-120.811554,1599
49.19021,-120.686264,1240
49.226395,-120.56073,1427
49.262432,-120.43503,1709
49.298317,-120.30913,1533
49.33405,-120.183075,1161
49.369656,-120.05676,908
49.405094,-119.93031,1986
49.44039,-119.80365,1227
49.475533,-119.67682,595
49.51053,-119.549774,681
49.545364,-119.42255,1656
49.580048,-119.29515,1529
49.614586,-119.16757,1190
49.648983,-119.039734,1160
49.683205,-118.91176,1371
49.717285,-118.78363,982
49.75121,-118.65527,1231
49.78498,-118.52673,1709
49.818604,-118.39798,1690
49.852062,-118.26909,1611
49.885372,-118.139984,913
49.918526,-118.01068,840
49.95152,-117.881256,518
49.984364,-117.75159,1751
50.017044,-117.621765,2065
50.049564,-117.49176,1132
50.081944,-117.36151,1516
50.114155,-117.23114,2138
50.14621,-117.100586,1736
50.178097,-116.96985,1113
50.209846,-116.8389,2034
50.241413,-116.707794,1803
50.27283,-116.57651,1844
50.304092,-116.44504,2026
50.335194,-116.313385,2608
50.36612,-116.18155,2197
50.396896,-116.04956,1867
50.427505,-115.91737,901
50.457966,-115.78497,1981
50.48825,-115.652435,1023
50.51837,-115.519745,1581
50.548336,-115.38687,2173
50.578136,-115.253784,1903
50.607773,-115.120544,1715
50.637238,-114.98712,2459
50.666546,-114.85353,2161
50.695686,-114.71976,1938
50.724663,-114.585815,1484
50.75347,-114.45172,1287
50.78212,-114.317474,1221
50.810593,-114.183014,1229
50.838905,-114.04837,1074
50.867054,-113.913605,1030
50.895027,-113.77864,1024
50.922832,-113.643524,1006
50.95047,-113.50821,1011
47.018517,-127.4684,0
47.062424,-127.35373,0
47.10619,-127.23886,0
47.149845,-127.12378,0
47.19337,-127.008514,0
47.236767,-126.89305,0
47.280037,-126.77736,0
47.32318,-126.66147,0
47.366196,-126.54541,0
47.409073,-126.42917,0
47.451836,-126.31271,0
47.494465,-126.196045,0
47.53696,-126.07916,0
47.579327,-125.96213,0
47.621563,-125.844864,0
47.66368,-125.72742,0
47.70565,-125.60977,0
47.747486,-125.49191,0
47.789196,-125.37387,0
47.83079,-125.255615,0
47.872234,-125.13718,0
47.913544,-125.018524,0
47.95472,-124.899704,0
47.995773,-124.78064,0
48.036682,-124.66142,78
48.077457,-124.54198,163
48.1181,-124.42236,399
48.158607,-124.30252,538
48.19898,-124.182495,165
48.23921,-124.06229,0
48.2793,-123.941864,0
48.319267,-123.82124,0
48.35909,-123.70041,73
48.39878,-123.57941,122
48.438316,-123.458206,59
48.477722,-123.33681,54
48.516994,-123.21518,0
48.556118,-123.09338,155
48.595116,-122.97139,0
48.63396,-122.8492,253
48.67267,-122.72681,0
48.71123,-122.60422,0
48.74965,-122.48146,17
48.787937,-122.35849,345
48.82608,-122.235275,74
48.864075,-122.11191,789
48.90193,-121.98837,248
48.939636,-121.86461,1678
48.97721,-121.74066,956
49.01463,-121.616516,1149
49.051903,-121.49216,1536
49.08903,-121.367615,1316
49.12602,-121.24289,566
49.162857,-121.11798,646
49.19955,-120.99286,847
49.236095,-120.86755,1694
49.272495,-120.742065,1479
49.308758,-120.61633,1410
49.344856,-120.49045,1153
49.38081,-120.36438,1624
49.416615,-120.23811,1212
49.452267,-120.11163,1321
49.48777,-119.985,1628
49.523136,-119.85812,1399
49.55834,-119.73111,964
49.593407,-119.60385,339
49.6283,-119.47644,1652
49.663055,-119.34883,1606
49.69765,-119.221054,1336
49.73211,-119.09303,1236
49.766403,-118.964874,1845
49.80054,-118.83652,1785
49.834534,-118.70798,1022
49.86837,-118.57921,1524
49.902054,-118.45029,1936
49.935574,-118.3212,1693
49.96894,-118.191864,963
50.002167,-118.06235,945
50.035217,-117.93269,826
50.06812,-117.80286,1720
50.10087,-117.67282,1079
50.133453,-117.54257,780
50.165886,-117.41214,1316
50.19816,-117.281555,2011
50.23027,-117.15077,1352
50.262226,-117.01982,979
50.29402,-116.88867,1128
50.325657,-116.757355,2290
50.35714,-116.625824,2273
50.38846,-116.49414,2208
50.41961,-116.362274,1478
50.450607,-116.230225,1381
50.481438,-116.09799,1060
50.512108,-115.96561,1219
50.54263,-115.83298,2388
50.572968,-115.700195,2022
50.603153,-115.567276,1725
50.633175,-115.43414,2694
50.663036,-115.30086,2418
50.69273,-115.16739,1732
50.72225,-115.03374,2207
50.751617,-114.89993,2048
50.78082,-114.765915,1777
50.80985,-114.631744,1471
50.83871,-114.497406,1344
50.867413,-114.362915,1203
50.89594,-114.22821,1139
50.92432,-114.09332,1080
50.95251,-113.95831,1034
50.98054,-113.82312,1023
51.008408,-113.687775,1003
51.036106,-113.552216,993
47.096935,-127.53323,0
47.140903,-127.41844,0
47.184746,-127.30344,0
47.228477,-127.18823,0
47.272064,-127.072815,0
47.315533,-126.957214,0
47.35887,-126.8414,0
47.40209,-126.72537,0
47.445168,-126.60919,0
47.488132,-126.4928,0
47.530952,-126.37619,0
47.573654,-126.259384,0
47.616222,-126.142365,0
47.658653,-126.02518,0
47.700962,-125.907776,0
47.74315,-125.79018,0
47.78519,-125.67239,0
47.8271,-125.55441,0
47.86888,-125.43622,0
47.910538,-125.31778,0
47.952053,-125.1992,0
47.99343,-125.080414,0
48.034683,-124.961426,0
48.0758,-124.842224,0
48.116783,-124.722855,0
48.157623,-124.60326,63
48.198334,-124.48346,254
48.23891,-124.363495,188
48.279354,-124.24332,0
48.319653,-124.122925,0
48.359814,-124.00235,0
48.39985,-123.88156,108
48.439743,-123.760574,404
48.479496,-123.639404,438
48.519108,-123.51805,223
48.55858,-123.396484,72
48.59792,-123.274704,75
48.63711,-123.15274,0
48.67617,-123.03056,0
48.715084,-122.9082,0
48.753857,-122.785645,0
48.792492,-122.6629,1
48.830982,-122.53995,28
48.869324,-122.41681,40
48.907547,-122.29343,28
48.94561,-122.16989,549
48.983524,-122.04617,976
49.0213,-121.92224,1105
49.058937,-121.79811,539
49.096424,-121.67377,305
49.133774,-121.549255,630
49.17097,-121.424545,1484
49.208023,-121.29962,1906
49.244926,-121.174515,776
49.281685,-121.049225,1753
49.3183,-120.92374,1515
49.354755,-120.79805,1545
49.391083,-120.67215,1375
49.427254,-120.54608,774
49.463272,-120.4198,866
49.499134,-120.29335,1434
49.534863,-120.16669,1628
49.57043,-120.03984,1773
49.605865,-119.91278,1212
49.641125,-119.78555,719
49.67625,-119.65814,550
49.711216,-119.53052,1201
49.746033,-119.402725,1365
49.780693,-119.27475,1452
49.81522,-119.146515,1349
49.84957,-119.01814,1541
49.88377,-118.8896,1725
49.917828,-118.76083,1657
49.951733,-118.63188,1224
49.985474,-118.50276,1766
50.01906,-118.37346,1350
50.052498,-118.24393,1467
50.08578,-118.11421,738
50.118893,-117.984344,982
50.15185,-117.85428,1204
50.18466,-117.724045,1762
50.21731,-117.5936,1799
50.24981,-117.46294,1316
50.282146,-117.33214,1722
50.314312,-117.20114,1478
50.346333,-117.06998,1135
50.378185,-116.9386,569
50.40989,-116.80707,2735
50.44143,-116.67532,2302
50.472805,-116.54343,2065
50.50402,-116.411316,2756
50.535076,-116.27905,1619
50.565968,-116.14661,1009
50.5967,-116.01398,1577
50.627274,-115.88112,2080
50.657677,-115.74814,2351
50.68792,-115.61499,1892
50.718,-115.48163,2444
50.747917,-115.34808,2845
50.777664,-115.21442,2672
50.807247,-115.080536,2345
50.83667,-114.94647,2365
50.865925,-114.812225,1677
50.895016,-114.677826,1432
50.92394,-114.54326,1307
50.952694,-114.40851,1247
50.98128,-114.27359,1179
51.009716,-114.13846,1132
51.037968,-114.003204,1037
51.06605,-113.86777,1058
51.093964,-113.73218,1017
51.12172,-113.59639,957
47.175312,-127.59828,0
47.21935,-127.48334,0
47.263264,-127.36821,0
47.30706,-127.25285,0
47.350716,-127.13733,0
47.394264,-127.021576,0
47.437675,-126.90564,0
47.48096,-126.789474,0
47.524117,-126.67316,0
47.567135,-126.55661,0
47.61003,-126.439865,0
47.6528,-126.32292,0
47.695446,-126.20578,0
47.737953,-126.088425,0
47.780327,-125.97089,0
47.82258,-125.85315,0
47.864693,-125.7352,0
47.90667,-125.617065,0
47.94852,-125.49873,0
47.990253,-125.38016,0
48.031837,-125.26143,0
48.073288,-125.14249,0
48.114605,-125.023346,0
48.15579,-124.90401,0
48.196842,-124.784454,0
48.23776,-124.66472,61
48.278538,-124.54477,118
48.31918,-124.42465,0
48.359688,-124.30429,0
48.40006,-124.18376,0
48.440292,-124.06302,185
48.48039,-123.94208,502
48.52035,-123.82094,598
48.56018,-123.699615,205
48.59986,-123.578064,421
48.639404,-123.456345,32
48.67881,-123.3344,0
48.71808,-123.212265,0
48.757202,-123.089935,0
48.79618,-122.96741,0
48.835022,-122.844666,0
48.873722,-122.721756,63
48.91228,-122.59863,18
48.950695,-122.47531,30
48.98898,-122.351776,47
49.02711,-122.22806,7
49.065094,-122.10416,1
49.102936,-121.98006,29
49.14064,-121.85573,11
49.17819,-121.73123,688
49.215603,-121.60654,693
49.252872,-121.48163,962
49.28999,-121.35654,1511
49.32696,-121.23125,1749
49.363785,-121.105774,1272
49.40046,-120.9801,1514
49.436993,-120.85423,1799
49.47338,-120.72812,1007
49.509613,-120.60187,1309
49.545696,-120.47543,991
49.581635,-120.34877,1518
49.61742,-120.221924,1523
49.65306,-120.09488,1869
49.688553,-119.96765,1105
49.723885,-119.840225,1101
49.75907,-119.712585,339
49.794106,-119.58479,339
49.82899,-119.45679,464
49.863712,-119.32861,641
49.8983,-119.20018,1460
49.932716,-119.07161,1290
49.966984,-118.94284,1765
50.001102,-118.8139,1892
50.035065,-118.68475,1670
50.06887,-118.55542,1324
50.10252,-118.42587,1479
50.136013,-118.29617,1915
50.16936,-118.16626,1770
50.202545,-118.03616,1199
50.23557,-117.90588,1061
50.268433,-117.77542,652
50.30115,-117.644775,938
50.333702,-117.513916,1285
50.3661,-117.38289,1869
50.39834,-117.25169,1399
50.430412,-117.1203,1354
50.46233,-116.98871,1834
50.49409,-116.856964,1422
50.525692,-116.725006,2233
50.55713,-116.592865,2187
50.58841,-116.46054,2461
50.61952,-116.328064,2021
50.65047,-116.19539,1103
50.68126,-116.06253,1528
50.7119,-115.929474,1481
50.742355,-115.79625,1930
50.77266,-115.66286,1609
50.80279,-115.52928,1993
50.832775,-115.39552,1911
50.86258,-115.2616,2312
50.892223,-115.12749,1519
50.9217,-114.993195,2275
50.951015,-114.8587,2006
50.980164,-114.72409,1591
51.009136,-114.589264,1315
51.037952,-114.454285,1208
51.0666,-114.31912,1175
51.095085,-114.18376,1096
51.123398,-114.04826,1057
51.15154,-113.9126,1092
51.179504,-113.77675,1042
51.207314,-113.64072,949
47.253654,-127.66351,0
47.297768,-127.54843,0
47.341755,-127.43317,0
47.38562,-127.31767,0
47.42935,-127.20201,0
47.472954,-127.08615,0
47.51644,-126.97003,0
47.559807,-126.85376,0
47.60302,-126.737305,0
47.646122,-126.620605,0
47.689087,-126.50375,0
47.73193,-126.38666,0
47.77464,-126.26935,0
47.817207,-126.151855,0
47.859665,-126.034195,0
47.90199,-125.91629,0
47.944164,-125.79822,0
47.98622,-125.67993,0
48.028133,-125.56145,0
48.06994,-125.44272,0
48.1116,-125.32385,0
48.15312,-125.20477,0
48.194504,-125.08548,0
48.235764,-124.96597,0
48.276882,-124.84628,0
48.317867,-124.72638,0
48.35872,-124.60628,109
48.399433,-124.48599,0
48.44001,-124.36548,0
48.48044,-124.2448,263
48.520752,-124.1239,954
48.56091,-124.00278,464
48.60095,-123.881485,577
48.640846,-123.75998,283
48.68059,-123.638306,129
48.7202,-123.51639,0
48.759678,-123.3943,50
48.799004,-123.27199,33
48.838207,-123.14949,0
48.877247,-123.02681,0
48.916164,-122.9039,0
48.95494,-122.78082,77
48.993557,-122.65752,147
49.032032,-122.53403,73
49.070396,-122.41031,135
49.10859,-122.28641,4
49.146645,-122.16234,27
49.18455,-122.038055,8
49.22232,-121.913574,10
49.259945,-121.78888,15
49.297424,-121.664,17
49.334755,-121.53891,950
49.37195,-121.413635,111
49.408978,-121.28818,1289
49.44587,-121.16252,789
49.482613,-121.03665,1432
49.51921,-120.9106,974
49.555656,-120.78433,1085
49.591965,-120.65787,1578
49.62811,-120.53122,1272
49.66412,-120.40439,1337
49.699966,-120.27734,1018
49.735676,-120.150116,1125
49.77123,-120.022675,1667
49.806618,-119.89505,1363
49.84188,-119.76724,1185
49.876984,-119.63924,1137
49.91192,-119.51105,339
49.946712,-119.38266,411
49.98137,-119.25403,1384
50.015846,-119.125275,1408
50.050182,-118.99631,1773
50.084362,-118.86714,1727
50.11838,-118.73778,1710
50.152256,-118.608246,1386
50.185963,-118.47853,1279
50.219524,-118.3486,1397
50.252937,-118.218475,1811
50.28617,-118.088165,905
50.319267,-117.95769,745
50.352192,-117.82701,1167
50.38497,-117.69617,1969
50.417587,-117.56506,1535
50.45005,-117.43384,1510
50.482346,-117.30243,925
50.514484,-117.17082,1815
50.54646,-117.039,1590
50.578274,-116.90703,2569
50.60994,-116.77484,2016
50.641445,-116.64249,1935
50.672783,-116.509964,2277
50.703953,-116.37723,2339
50.734955,-116.244354,1214
50.765812,-116.11127,1173
50.7965,-115.97797,1155
50.827026,-115.84454,2550
50.857388,-115.71091,2094
50.88759,-115.57712,2647
50.91762,-115.443115,2383
50.947487,-115.30896,1798
50.97719,-115.17462,2024
51.006718,-115.04007,1934
51.0361,-114.905365,1619
51.065304,-114.77051,1473
51.094334,-114.63547,1334
51.123203,-114.500244,1270
51.151913,-114.36484,1098
51.18045,-114.22923,1269
51.20882,-114.09349,1129
51.23701,-113.95758,1097
51.265034,-113.82149,1024
51.2929,-113.68521,949
47.33196,-127.72893,0
47.37614,-127.61371,0
47.420204,-127.49832,0
47.464134,-127.382706,0
47.50794,-127.26689,0
47.551617,-127.15088,0
47.595173,-127.03467,0
47.6386,-126.91824,0
47.681892,-126.801636,0
47.725067,-126.684814,0
47.76811,-126.567795,0
47.811016,-126.45056,0
47.85379,-126.33313,0
47.896446,-126.215485,0
47.938953,-126.09769,0
47.981358,-125.979645,0
48.023605,-125.86142,0
48.065727,-125.74298,0
48.10771,-125.62436,0
48.149586,-125.50549,0
48.19132,-125.386444,0
48.232903,-125.26721,0
48.274353,-125.1478,0
48.315685,-125.02812,0
48.35688,-124.90828,0
48.39793,-124.78821,0
48.43885,-124.66797,0
48.479633,-124.54755,0
48.520287,-124.42685,0
48.560787,-124.30603,360
48.60117,-124.18497,228
48.6414,-124.06369,421
48.681503,-123.942215,805
48.721462,-123.82056,729
48.761284,-123.6987,28
48.800964,-123.57666,66
48.840496,-123.45438,0
48.87991,-123.33191,85
48.91917,-123.20924,0
48.958286,-123.08638,0
48.997272,-122.9633,0
49.036106,-122.84004,93
49.074795,-122.71658,2
49.113358,-122.592926,23
49.15177,-122.469025,3
49.19004,-122.34497,320
49.228157,-122.2207,108
49.26614,-122.09625,407
49.30397,-121.97157,439
49.341663,-121.84674,427
49.379204,-121.72165,1102
49.4166,-121.596405,459
49.453857,-121.47093,910
49.490955,-121.345276,1245
49.527924,-121.21945,1205
49.564724,-121.0934,940
49.601395,-120.96715,1616
49.637917,-120.84068,1418
49.674274,-120.71405,1337
49.7105,-120.58722,1263
49.74656,-120.46019,1484
49.782482,-120.33295,1222
49.81825,-120.205536,1547
49.853874,-120.07791,1741
49.88933,-119.9501,1497
49.92466,-119.82207,1474
49.959812,-119.69388,1231
49.994827,-119.56549,774
50.02968,-119.43689,505
50.064396,-119.308075,1363
50.098938,-119.17911,1379
50.13334,-119.04994,1366
50.167576,-118.92058,747
50.20168,-118.791016,1110
50.235603,-118.661285,636
50.26939,-118.53134,1598
50.30301,-118.401184,961
50.33648,-118.270874,1775
50.369785,-118.14035,727
50.40294,-118.009674,711
50.435925,-117.878784,624
50.468758,-117.74771,1848
50.501446,-117.61641,1628
50.533962,-117.484955,1583
50.566315,-117.35333,1600
50.598522,-117.2215,1224
50.630566,-117.08946,1370
50.66245,-116.957275,944
50.69416,-116.824875,2332
50.725723,-116.69229,1531
50.75713,-116.55954,2294
50.788364,-116.426605,1239
50.819424,-116.29349,800
50.850334,-116.16017,1925
50.881092,-116.02666,1318
50.911674,-115.892975,2439
50.94209,-115.759125,2538
50.972343,-115.62509,2649
51.00244,-115.490875,1586
51.032364,-115.356476,1814
51.062122,-115.22191,1323
51.091713,-115.08716,1280
51.12115,-114.95218,1288
51.15041,-114.81708,1263
51.179504,-114.68181,1311
51.20844,-114.54634,1162
51.237198,-114.410706,1297
51.26579,-114.27487,1213
51.29421,-114.138885,1190
51.322464,-114.002716,1098
51.35055,-113.866394,1029
51.37847,-113.72986,965
47.41022,-127.79454,0
47.45447,-127.6792,0
47.498608,-127.56366,0
47.542618,-127.44791,0
47.58649,-127.33197,0
47.63024,-127.21585,0
47.67387,-127.09947,0
47.717373,-126.98291,0
47.76073,-126.866165,0
47.803967,-126.74921,0
47.847084,-126.63205,0
47.89006,-126.51468,0
47.932915,-126.397095,0
47.97563,-126.27934,0
48.01822,-126.16138,0
48.060684,-126.04318,0
48.103012,-125.92482,0
48.1452,-125.806244,0
48.187263,-125.68747,0
48.2292,-125.56845,0
48.270992,-125.44925,0
48.312656,-125.329865,0
48.354183,-125.21028,0
48.39558,-125.090485,0
48.43684,-124.97049,0
48.47797,-124.850266,0
48.51895,-124.72986,0
48.559807,-124.60925,0
48.600533,-124.488434,363
48.641106,-124.36743,841
48.68155,-124.246216,559
48.721855,-124.12479,275
48.76203,-124.00316,873
48.802055,-123.88133,429
48.841946,-123.75931,613
48.881687,-123.6371,0
48.921303,-123.51466,0
48.960773,-123.39203,0
49.000103,-123.269196,0
49.039295,-123.14615,0
49.078342,-123.02292,1
49.117245,-122.899475,101
49.15601,-122.77585,70
49.194633,-122.65202,8
49.23312,-122.527954,107
49.271454,-122.4037,675
49.309643,-122.27928,78
49.347683,-122.15465,951
49.38559,-122.029785,291
49.42335,-121.904755,1052
49.460957,-121.77951,9
49.498425,-121.65408,1052
49.535748,-121.52843,1285
49.572918,-121.40259,93
49.609936,-121.27655,1561
49.64682,-121.15033,1512
49.68355,-121.02391,1150
49.72014,-120.89725,1412
49.756573,-120.77042,855
49.792847,-120.6434,1028
49.82898,-120.516205,1048
49.864967,-120.38873,1716
49.900806,-120.26114,1549
49.93649,-120.13333,1521
49.97202,-120.00531,1426
50.00741,-119.877106,1444
50.042633,-119.7487,1640
50.07771,-119.6201,1580
50.112625,-119.4913,339
50.147408,-119.362305,392
50.18201,-119.23312,1047
50.21647,-119.10376,673
50.250786,-118.97421,545
50.284935,-118.84444,785
50.318935,-118.71448,1390
50.352776,-118.58435,1096
50.38646,-118.453995,698
50.42,-118.323456,1942
50.45336,-118.19272,1949
50.486576,-118.06183,1759
50.519634,-117.930725,433
50.552532,-117.79944,2091
50.58528,-117.66792,1331
50.617855,-117.536255,1165
50.650276,-117.40442,1624
50.682533,-117.27237,2341
50.714645,-117.14014,1448
50.74659,-117.00772,1265
50.778366,-116.87509,2695
50.80999,-116.742294,2518
50.84145,-116.6093,1848
50.872746,-116.476135,1069
50.903866,-116.342804,990
50.93484,-116.20926,1718
50.965656,-116.0755,1886
50.996296,-115.94162,1294
51.026775,-115.807556,1755
51.057087,-115.67328,2086
51.087246,-115.53882,1689
51.11723,-115.404175,1338
51.147045,-115.26938,1971
51.176697,-115.1344,1966
51.206184,-114.99921,1638
51.23551,-114.86386,1409
51.264652,-114.72833,1258
51.293644,-114.59265,1269
51.32246,-114.45676,1314
51.351116,-114.32068,1267
51.379597,-114.18445,1204
51.407906,-114.048035,1096
51.436047,-113.91147,1014
51.464016,-113.77469,963
47.48845,-127.86035,0
47.532772,-127.74487,0
47.576973,-127.62921,0
47.62106,-127.513336,0
47.664997,-127.39725,0
47.708824,-127.280975,0
47.752525,-127.16449,0
47.796093,-127.04779,0
47.839535,-126.93089,0
47.88284,-126.81381,0
47.926025,-126.6965,0
47.96907,-126.578995,0
48.012,-126.46127,0
48.054787,-126.34337,0
48.09745,-126.225266,0
48.139977,-126.10693,0
48.182377,-125.9884,0
48.224636,-125.86969,0
48.266773,-125.75076,0
48.30878,-125.63159,0
48.350647,-125.51227,0
48.39238,-125.39273,0
48.43398,-125.27298,0
48.475445,-125.153015,0
48.51677,-125.03287,0
48.55797,-124.912506,0
48.59903,-124.79195,0
48.63995,-124.67119,726
48.68074,-124.55022,264
48.721382,-124.42905,305
48.7619,-124.30768,646
48.802277,-124.18608,405
48.842518,-124.064285,273
48.882614,-123.94229,407
48.922577,-123.82013,767
48.96239,-123.69774,0
49.002068,-123.575134,110
49.041615,-123.45233,0
49.08101,-123.32933,0
49.120266,-123.20613,0
49.15939,-123.0827,5
49.19836,-122.95912,31
49.23719,-122.83533,98
49.27588,-122.7113,3
49.31443,-122.58705,364
49.35284,-122.46265,654
49.391094,-122.33804,772
49.429207,-122.21323,1208
49.467186,-122.088196,699
49.50501,-121.96298,468
49.542683,-121.837555,9
49.58022,-121.711945,1242
49.617603,-121.586105,1174
49.654842,-121.4601,1183
49.69194,-121.33388,997
49.728878,-121.20746,1511
49.76568,-121.08084,1912
49.802334,-120.953995,939
49.83883,-120.826996,1407
49.875183,-120.69977,1219
49.911373,-120.57236,1027
49.947433,-120.44475,1319
49.983334,-120.316956,1289
50.019085,-120.18892,1409
50.054676,-120.060715,1436
50.090134,-119.9323,1423
